bus,tech,timestamp,p_max_pu
DE7,ccgt,2021-01-25 03:00:00,1.0
DE8,onwind,2021-01-25 03:00:00,0.324
DE8,offwind,2021-01-25 03:00:00,0.3564
DE8,solar,2021-01-25 03:00:00,0.0
DE8,ocgt,2021-01-25 03:00:00,1.0
DE8,ccgt,2021-01-25 03:00:00,1.0
DE9,onwind,2021-01-25 03:00:00,0.324
DE9,offwind,2021-01-25 03:00:00,0.3564
DE9,solar,2021-01-25 03:00:00,0.0
DE9,ocgt,2021-01-25 03:00:00,1.0
DE9,ccgt,2021-01-25 03:00:00,1.0
DE0,onwind,2021-01-25 06:00:00,0.4942
DE0,offwind,2021-01-25 06:00:00,0.5436
DE0,solar,2021-01-25 06:00:00,0.0
DE0,ocgt,2021-01-25 06:00:00,1.0
DE0,ccgt,2021-01-25 06:00:00,1.0
DE1,onwind,2021-01-25 06:00:00,0.4942
DE1,offwind,2021-01-25 06:00:00,0.5436
DE1,solar,2021-01-25 06:00:00,0.0
DE1,ocgt,2021-01-25 06:00:00,1.0
DE1,ccgt,2021-01-25 06:00:00,1.0
DE2,onwind,2021-01-25 06:00:00,0.4942
DE2,offwind,2021-01-25 06:00:00,0.5436
DE2,solar,2021-01-25 06:00:00,0.0
DE2,ocgt,2021-01-25 06:00:00,1.0
DE2,ccgt,2021-01-25 06:00:00,1.0
DE3,onwind,2021-01-25 06:00:00,0.3501
DE3,offwind,2021-01-25 06:00:00,0.3851
DE3,solar,2021-01-25 06:00:00,0.0
DE3,ocgt,2021-01-25 06:00:00,1.0
DE3,ccgt,2021-01-25 06:00:00,1.0
DE4,onwind,2021-01-25 06:00:00,0.3501
DE4,offwind,2021-01-25 06:00:00,0.3851
DE4,solar,2021-01-25 06:00:00,0.0
DE4,ocgt,2021-01-25 06:00:00,1.0
DE4,ccgt,2021-01-25 06:00:00,1.0
DE5,onwind,2021-01-25 06:00:00,0.3501
DE5,offwind,2021-01-25 06:00:00,0.3851
DE5,solar,2021-01-25 06:00:00,0.0
DE5,ocgt,2021-01-25 06:00:00,1.0
DE5,ccgt,2021-01-25 06:00:00,1.0
DE6,onwind,2021-01-25 06:00:00,0.3501
DE6,offwind,2021-01-25 06:00:00,0.3851
DE6,solar,2021-01-25 06:00:00,0.0
DE6,ocgt,2021-01-25 06:00:00,1.0
DE6,ccgt,2021-01-25 06:00:00,1.0
DE7,onwind,2021-01-25 06:00:00,0.3501
DE7,offwind,2021-01-25 06:00:00,0.3851
DE7,solar,2021-01-25 06:00:00,0.0
DE7,ocgt,2021-01-25 06:00:00,1.0
DE7,ccgt,2021-01-25 06:00:00,1.0
DE8,onwind,2021-01-25 06:00:00,0.3501
DE8,offwind,2021-01-25 06:00:00,0.3851
DE8,solar,2021-01-25 06:00:00,0.0
DE8,ocgt,2021-01-25 06:00:00,1.0
DE8,ccgt,2021-01-25 06:00:00,1.0
DE9,onwind,2021-01-25 06:00:00,0.3501
DE9,offwind,2021-01-25 06:00:00,0.3851
DE9,solar,2021-01-25 06:00:00,0.0
DE9,ocgt,2021-01-25 06:00:00,1.0
DE9,ccgt,2021-01-25 06:00:00,1.0
DE0,onwind,2021-01-25 09:00:00,0.5299
DE0,offwind,2021-01-25 09:00:00,0.5829
DE0,solar,2021-01-25 09:00:00,0.7071
DE0,ocgt,2021-01-25 09:00:00,1.0
DE0,ccgt,2021-01-25 09:00:00,1.0
DE1,onwind,2021-01-25 09:00:00,0.5299
DE1,offwind,2021-01-25 09:00:00,0.5829
DE1,solar,2021-01-25 09:00:00,0.7071
DE1,ocgt,2021-01-25 09:00:00,1.0
DE1,ccgt,2021-01-25 09:00:00,1.0
DE2,onwind,2021-01-25 09:00:00,0.5299
DE2,offwind,2021-01-25 09:00:00,0.5829
DE2,solar,2021-01-25 09:00:00,0.7071
DE2,ocgt,2021-01-25 09:00:00,1.0
DE2,ccgt,2021-01-25 09:00:00,1.0
DE3,onwind,2021-01-25 09:00:00,0.3753
DE3,offwind,2021-01-25 09:00:00,0.4129
DE3,solar,2021-01-25 09:00:00,0.7071
DE3,ocgt,2021-01-25 09:00:00,1.0
DE3,ccgt,2021-01-25 09:00:00,1.0
DE4,onwind,2021-01-25 09:00:00,0.3753
DE4,offwind,2021-01-25 09:00:00,0.4129
DE4,solar,2021-01-25 09:00:00,0.7071
DE4,ocgt,2021-01-25 09:00:00,1.0
DE4,ccgt,2021-01-25 09:00:00,1.0
DE5,onwind,2021-01-25 09:00:00,0.3753
DE5,offwind,2021-01-25 09:00:00,0.4129
DE5,solar,2021-01-25 09:00:00,0.7071
DE5,ocgt,2021-01-25 09:00:00,1.0
DE5,ccgt,2021-01-25 09:00:00,1.0
DE6,onwind,2021-01-25 09:00:00,0.3753
DE6,offwind,2021-01-25 09:00:00,0.4129
DE6,solar,2021-01-25 09:00:00,0.7071
DE6,ocgt,2021-01-25 09:00:00,1.0
DE6,ccgt,2021-01-25 09:00:00,1.0
DE7,onwind,2021-01-25 09:00:00,0.3753
DE7,offwind,2021-01-25 09:00:00,0.4129
DE7,solar,2021-01-25 09:00:00,0.6718
DE7,ocgt,2021-01-25 09:00:00,1.0
DE7,ccgt,2021-01-25 09:00:00,1.0
DE8,onwind,2021-01-25 09:00:00,0.3753
DE8,offwind,2021-01-25 09:00:00,0.4129
DE8,solar,2021-01-25 09:00:00,0.6718
DE8,ocgt,2021-01-25 09:00:00,1.0
DE8,ccgt,2021-01-25 09:00:00,1.0
DE9,onwind,2021-01-25 09:00:00,0.3753
DE9,offwind,2021-01-25 09:00:00,0.4129
DE9,solar,2021-01-25 09:00:00,0.6718
DE9,ocgt,2021-01-25 09:00:00,1.0
DE9,ccgt,2021-01-25 09:00:00,1.0
DE0,onwind,2021-01-25 12:00:00,0.5638
DE0,offwind,2021-01-25 12:00:00,0.6202
DE0,solar,2021-01-25 12:00:00,1.0
DE0,ocgt,2021-01-25 12:00:00,1.0
DE0,ccgt,2021-01-25 12:00:00,1.0
DE1,onwind,2021-01-25 12:00:00,0.5638
DE1,offwind,2021-01-25 12:00:00,0.6202
DE1,solar,2021-01-25 12:00:00,1.0
DE1,ocgt,2021-01-25 12:00:00,1.0
DE1,ccgt,2021-01-25 12:00:00,1.0
DE2,onwind,2021-01-25 12:00:00,0.5638
DE2,offwind,2021-01-25 12:00:00,0.6202
DE2,solar,2021-01-25 12:00:00,1.0
DE2,ocgt,2021-01-25 12:00:00,1.0
DE2,ccgt,2021-01-25 12:00:00,1.0
DE3,onwind,2021-01-25 12:00:00,0.3994
DE3,offwind,2021-01-25 12:00:00,0.4393
DE3,solar,2021-01-25 12:00:00,1.0
DE3,ocgt,2021-01-25 12:00:00,1.0
DE3,ccgt,2021-01-25 12:00:00,1.0
DE4,onwind,2021-01-25 12:00:00,0.3994
DE4,offwind,2021-01-25 12:00:00,0.4393
DE4,solar,2021-01-25 12:00:00,1.0
DE4,ocgt,2021-01-25 12:00:00,1.0
DE4,ccgt,2021-01-25 12:00:00,1.0
DE5,onwind,2021-01-25 12:00:00,0.3994
DE5,offwind,2021-01-25 12:00:00,0.4393
DE5,solar,2021-01-25 12:00:00,1.0
DE5,ocgt,2021-01-25 12:00:00,1.0
DE5,ccgt,2021-01-25 12:00:00,1.0
DE6,onwind,2021-01-25 12:00:00,0.3994
DE6,offwind,2021-01-25 12:00:00,0.4393
DE6,solar,2021-01-25 12:00:00,1.0
DE6,ocgt,2021-01-25 12:00:00,1.0
DE6,ccgt,2021-01-25 12:00:00,1.0
DE7,onwind,2021-01-25 12:00:00,0.3994
DE7,offwind,2021-01-25 12:00:00,0.4393
DE7,solar,2021-01-25 12:00:00,0.95
DE7,ocgt,2021-01-25 12:00:00,1.0
DE7,ccgt,2021-01-25 12:00:00,1.0
DE8,onwind,2021-01-25 12:00:00,0.3994
DE8,offwind,2021-01-25 12:00:00,0.4393
DE8,solar,2021-01-25 12:00:00,0.95
DE8,ocgt,2021-01-25 12:00:00,1.0
DE8,ccgt,2021-01-25 12:00:00,1.0
DE9,onwind,2021-01-25 12:00:00,0.3994
DE9,offwind,2021-01-25 12:00:00,0.4393
DE9,solar,2021-01-25 12:00:00,0.95
DE9,ocgt,2021-01-25 12:00:00,1.0
DE9,ccgt,2021-01-25 12:00:00,1.0
DE0,onwind,2021-01-25 15:00:00,0.5955
DE0,offwind,2021-01-25 15:00:00,0.6551
DE0,solar,2021-01-25 15:00:00,0.7071
DE0,ocgt,2021-01-25 15:00:00,1.0
DE0,ccgt,2021-01-25 15:00:00,1.0
DE1,onwind,2021-01-25 15:00:00,0.5955
DE1,offwind,2021-01-25 15:00:00,0.6551
DE1,solar,2021-01-25 15:00:00,0.7071
DE1,ocgt,2021-01-25 15:00:00,1.0
DE1,ccgt,2021-01-25 15:00:00,1.0
DE2,onwind,2021-01-25 15:00:00,0.5955
DE2,offwind,2021-01-25 15:00:00,0.6551
DE2,solar,2021-01-25 15:00:00,0.7071
DE2,ocgt,2021-01-25 15:00:00,1.0
DE2,ccgt,2021-01-25 15:00:00,1.0
DE3,onwind,2021-01-25 15:00:00,0.4218
DE3,offwind,2021-01-25 15:00:00,0.464
DE3,solar,2021-01-25 15:00:00,0.7071
DE3,ocgt,2021-01-25 15:00:00,1.0
DE3,ccgt,2021-01-25 15:00:00,1.0
DE4,onwind,2021-01-25 15:00:00,0.4218
DE4,offwind,2021-01-25 15:00:00,0.464
DE4,solar,2021-01-25 15:00:00,0.7071
DE4,ocgt,2021-01-25 15:00:00,1.0
DE4,ccgt,2021-01-25 15:00:00,1.0
DE5,onwind,2021-01-25 15:00:00,0.4218
DE5,offwind,2021-01-25 15:00:00,0.464
DE5,solar,2021-01-25 15:00:00,0.7071
DE5,ocgt,2021-01-25 15:00:00,1.0
DE5,ccgt,2021-01-25 15:00:00,1.0
DE6,onwind,2021-01-25 15:00:00,0.4218
DE6,offwind,2021-01-25 15:00:00,0.464
DE6,solar,2021-01-25 15:00:00,0.7071
DE6,ocgt,2021-01-25 15:00:00,1.0
DE6,ccgt,2021-01-25 15:00:00,1.0
DE7,onwind,2021-01-25 15:00:00,0.4218
DE7,offwind,2021-01-25 15:00:00,0.464
DE7,solar,2021-01-25 15:00:00,0.6718
DE7,ocgt,2021-01-25 15:00:00,1.0
DE7,ccgt,2021-01-25 15:00:00,1.0
DE8,onwind,2021-01-25 15:00:00,0.4218
DE8,offwind,2021-01-25 15:00:00,0.464
DE8,solar,2021-01-25 15:00:00,0.6718
DE8,ocgt,2021-01-25 15:00:00,1.0
DE8,ccgt,2021-01-25 15:00:00,1.0
DE9,onwind,2021-01-25 15:00:00,0.4218
DE9,offwind,2021-01-25 15:00:00,0.464
DE9,solar,2021-01-25 15:00:00,0.6718
DE9,ocgt,2021-01-25 15:00:00,1.0
DE9,ccgt,2021-01-25 15:00:00,1.0
DE0,onwind,2021-01-25 18:00:00,0.6245
DE0,offwind,2021-01-25 18:00:00,0.6869
DE0,solar,2021-01-25 18:00:00,0.0
DE0,ocgt,2021-01-25 18:00:00,1.0
DE0,ccgt,2021-01-25 18:00:00,1.0
DE1,onwind,2021-01-25 18:00:00,0.6245
DE1,offwind,2021-01-25 18:00:00,0.6869
DE1,solar,2021-01-25 18:00:00,0.0
DE1,ocgt,2021-01-25 18:00:00,1.0
DE1,ccgt,2021-01-25 18:00:00,1.0
DE2,onwind,2021-01-25 18:00:00,0.6245
DE2,offwind,2021-01-25 18:00:00,0.6869
DE2,solar,2021-01-25 18:00:00,0.0
DE2,ocgt,2021-01-25 18:00:00,1.0
DE2,ccgt,2021-01-25 18:00:00,1.0
DE3,onwind,2021-01-25 18:00:00,0.4423
DE3,offwind,2021-01-25 18:00:00,0.4866
DE3,solar,2021-01-25 18:00:00,0.0
DE3,ocgt,2021-01-25 18:00:00,1.0
DE3,ccgt,2021-01-25 18:00:00,1.0
DE4,onwind,2021-01-25 18:00:00,0.4423
DE4,offwind,2021-01-25 18:00:00,0.4866
DE4,solar,2021-01-25 18:00:00,0.0
DE4,ocgt,2021-01-25 18:00:00,1.0
DE4,ccgt,2021-01-25 18:00:00,1.0
DE5,onwind,2021-01-25 18:00:00,0.4423
DE5,offwind,2021-01-25 18:00:00,0.4866
DE5,solar,2021-01-25 18:00:00,0.0
DE5,ocgt,2021-01-25 18:00:00,1.0
DE5,ccgt,2021-01-25 18:00:00,1.0
DE6,onwind,2021-01-25 18:00:00,0.4423
DE6,offwind,2021-01-25 18:00:00,0.4866
DE6,solar,2021-01-25 18:00:00,0.0
DE6,ocgt,2021-01-25 18:00:00,1.0
DE6,ccgt,2021-01-25 18:00:00,1.0
DE7,onwind,2021-01-25 18:00:00,0.4423
DE7,offwind,2021-01-25 18:00:00,0.4866
DE7,solar,2021-01-25 18:00:00,0.0
DE7,ocgt,2021-01-25 18:00:00,1.0
DE7,ccgt,2021-01-25 18:00:00,1.0
DE8,onwind,2021-01-25 18:00:00,0.4423
DE8,offwind,2021-01-25 18:00:00,0.4866
DE8,solar,2021-01-25 18:00:00,0.0
DE8,ocgt,2021-01-25 18:00:00,1.0
DE8,ccgt,2021-01-25 18:00:00,1.0
DE9,onwind,2021-01-25 18:00:00,0.4423
DE9,offwind,2021-01-25 18:00:00,0.4866
DE9,solar,2021-01-25 18:00:00,0.0
DE9,ocgt,2021-01-25 18:00:00,1.0
DE9,ccgt,2021-01-25 18:00:00,1.0
DE0,onwind,2021-01-25 21:00:00,0.6503
DE0,offwind,2021-01-25 21:00:00,0.7153
DE0,solar,2021-01-25 21:00:00,0.0
DE0,ocgt,2021-01-25 21:00:00,1.0
DE0,ccgt,2021-01-25 21:00:00,1.0
DE1,onwind,2021-01-25 21:00:00,0.6503
DE1,offwind,2021-01-25 21:00:00,0.7153
DE1,solar,2021-01-25 21:00:00,0.0
DE1,ocgt,2021-01-25 21:00:00,1.0
DE1,ccgt,2021-01-25 21:00:00,1.0
DE2,onwind,2021-01-25 21:00:00,0.6503
DE2,offwind,2021-01-25 21:00:00,0.7153
DE2,solar,2021-01-25 21:00:00,0.0
DE2,ocgt,2021-01-25 21:00:00,1.0
DE2,ccgt,2021-01-25 21:00:00,1.0
DE3,onwind,2021-01-25 21:00:00,0.4606
DE3,offwind,2021-01-25 21:00:00,0.5067
DE3,solar,2021-01-25 21:00:00,0.0
DE3,ocgt,2021-01-25 21:00:00,1.0
DE3,ccgt,2021-01-25 21:00:00,1.0
DE4,onwind,2021-01-25 21:00:00,0.4606
DE4,offwind,2021-01-25 21:00:00,0.5067
DE4,solar,2021-01-25 21:00:00,0.0
DE4,ocgt,2021-01-25 21:00:00,1.0
DE4,ccgt,2021-01-25 21:00:00,1.0
DE5,onwind,2021-01-25 21:00:00,0.4606
DE5,offwind,2021-01-25 21:00:00,0.5067
DE5,solar,2021-01-25 21:00:00,0.0
DE5,ocgt,2021-01-25 21:00:00,1.0
DE5,ccgt,2021-01-25 21:00:00,1.0
DE6,onwind,2021-01-25 21:00:00,0.4606
DE6,offwind,2021-01-25 21:00:00,0.5067
DE6,solar,2021-01-25 21:00:00,0.0
DE6,ocgt,2021-01-25 21:00:00,1.0
DE6,ccgt,2021-01-25 21:00:00,1.0
DE7,onwind,2021-01-25 21:00:00,0.4606
DE7,offwind,2021-01-25 21:00:00,0.5067
DE7,solar,2021-01-25 21:00:00,0.0
DE7,ocgt,2021-01-25 21:00:00,1.0
DE7,ccgt,2021-01-25 21:00:00,1.0
DE8,onwind,2021-01-25 21:00:00,0.4606
DE8,offwind,2021-01-25 21:00:00,0.5067
DE8,solar,2021-01-25 21:00:00,0.0
DE8,ocgt,2021-01-25 21:00:00,1.0
DE8,ccgt,2021-01-25 21:00:00,1.0
DE9,onwind,2021-01-25 21:00:00,0.4606
DE9,offwind,2021-01-25 21:00:00,0.5067
DE9,solar,2021-01-25 21:00:00,0.0
DE9,ocgt,2021-01-25 21:00:00,1.0
DE9,ccgt,2021-01-25 21:00:00,1.0
DE0,onwind,2021-01-26 00:00:00,0.7053
DE0,offwind,2021-01-26 00:00:00,0.7758
DE0,solar,2021-01-26 00:00:00,0.0
DE0,ocgt,2021-01-26 00:00:00,1.0
DE0,ccgt,2021-01-26 00:00:00,1.0
DE1,onwind,2021-01-26 00:00:00,0.7053
DE1,offwind,2021-01-26 00:00:00,0.7758
DE1,solar,2021-01-26 00:00:00,0.0
DE1,ocgt,2021-01-26 00:00:00,1.0
DE1,ccgt,2021-01-26 00:00:00,1.0
DE2,onwind,2021-01-26 00:00:00,0.7053
DE2,offwind,2021-01-26 00:00:00,0.7758
DE2,solar,2021-01-26 00:00:00,0.0
DE2,ocgt,2021-01-26 00:00:00,1.0
DE2,ccgt,2021-01-26 00:00:00,1.0
DE3,onwind,2021-01-26 00:00:00,0.4996
DE3,offwind,2021-01-26 00:00:00,0.5496
DE3,solar,2021-01-26 00:00:00,0.0
DE3,ocgt,2021-01-26 00:00:00,1.0
DE3,ccgt,2021-01-26 00:00:00,1.0
DE4,onwind,2021-01-26 00:00:00,0.4996
DE4,offwind,2021-01-26 00:00:00,0.5496
DE4,solar,2021-01-26 00:00:00,0.0
DE4,ocgt,2021-01-26 00:00:00,1.0
DE4,ccgt,2021-01-26 00:00:00,1.0
DE5,onwind,2021-01-26 00:00:00,0.4996
DE5,offwind,2021-01-26 00:00:00,0.5496
DE5,solar,2021-01-26 00:00:00,0.0
DE5,ocgt,2021-01-26 00:00:00,1.0
DE5,ccgt,2021-01-26 00:00:00,1.0
DE6,onwind,2021-01-26 00:00:00,0.4996
DE6,offwind,2021-01-26 00:00:00,0.5496
DE6,solar,2021-01-26 00:00:00,0.0
DE6,ocgt,2021-01-26 00:00:00,1.0
DE6,ccgt,2021-01-26 00:00:00,1.0
DE7,onwind,2021-01-26 00:00:00,0.4996
DE7,offwind,2021-01-26 00:00:00,0.5496
DE7,solar,2021-01-26 00:00:00,0.0
DE7,ocgt,2021-01-26 00:00:00,1.0
DE7,ccgt,2021-01-26 00:00:00,1.0
DE8,onwind,2021-01-26 00:00:00,0.4996
DE8,offwind,2021-01-26 00:00:00,0.5496
DE8,solar,2021-01-26 00:00:00,0.0
DE8,ocgt,2021-01-26 00:00:00,1.0
DE8,ccgt,2021-01-26 00:00:00,1.0
DE9,onwind,2021-01-26 00:00:00,0.4996
DE9,offwind,2021-01-26 00:00:00,0.5496
DE9,solar,2021-01-26 00:00:00,0.0
DE9,ocgt,2021-01-26 00:00:00,1.0
DE9,ccgt,2021-01-26 00:00:00,1.0
DE0,onwind,2021-01-26 03:00:00,0.7146
DE0,offwind,2021-01-26 03:00:00,0.7861
DE0,solar,2021-01-26 03:00:00,0.0
DE0,ocgt,2021-01-26 03:00:00,1.0
DE0,ccgt,2021-01-26 03:00:00,1.0
DE1,onwind,2021-01-26 03:00:00,0.7146
DE1,offwind,2021-01-26 03:00:00,0.7861
DE1,solar,2021-01-26 03:00:00,0.0
DE1,ocgt,2021-01-26 03:00:00,1.0
DE1,ccgt,2021-01-26 03:00:00,1.0
DE2,onwind,2021-01-26 03:00:00,0.7146
DE2,offwind,2021-01-26 03:00:00,0.7861
DE2,solar,2021-01-26 03:00:00,0.0
DE2,ocgt,2021-01-26 03:00:00,1.0
DE2,ccgt,2021-01-26 03:00:00,1.0
DE3,onwind,2021-01-26 03:00:00,0.5062
DE3,offwind,2021-01-26 03:00:00,0.5568
DE3,solar,2021-01-26 03:00:00,0.0
DE3,ocgt,2021-01-26 03:00:00,1.0
DE3,ccgt,2021-01-26 03:00:00,1.0
DE4,onwind,2021-01-26 03:00:00,0.5062
DE4,offwind,2021-01-26 03:00:00,0.5568
DE4,solar,2021-01-26 03:00:00,0.0
DE4,ocgt,2021-01-26 03:00:00,1.0
DE4,ccgt,2021-01-26 03:00:00,1.0
DE5,onwind,2021-01-26 03:00:00,0.5062
DE5,offwind,2021-01-26 03:00:00,0.5568
DE5,solar,2021-01-26 03:00:00,0.0
DE5,ocgt,2021-01-26 03:00:00,1.0
DE5,ccgt,2021-01-26 03:00:00,1.0
DE6,onwind,2021-01-26 03:00:00,0.5062
DE6,offwind,2021-01-26 03:00:00,0.5568
DE6,solar,2021-01-26 03:00:00,0.0
DE6,ocgt,2021-01-26 03:00:00,1.0
DE6,ccgt,2021-01-26 03:00:00,1.0
DE7,onwind,2021-01-26 03:00:00,0.5062
DE7,offwind,2021-01-26 03:00:00,0.5568
DE7,solar,2021-01-26 03:00:00,0.0
DE7,ocgt,2021-01-26 03:00:00,1.0
DE7,ccgt,2021-01-26 03:00:00,1.0
DE8,onwind,2021-01-26 03:00:00,0.5062
DE8,offwind,2021-01-26 03:00:00,0.5568
DE8,solar,2021-01-26 03:00:00,0.0
DE8,ocgt,2021-01-26 03:00:00,1.0
DE8,ccgt,2021-01-26 03:00:00,1.0
DE9,onwind,2021-01-26 03:00:00,0.5062
DE9,offwind,2021-01-26 03:00:00,0.5568
DE9,solar,2021-01-26 03:00:00,0.0
DE9,ocgt,2021-01-26 03:00:00,1.0
DE9,ccgt,2021-01-26 03:00:00,1.0
DE0,onwind,2021-01-26 06:00:00,0.7194
DE0,offwind,2021-01-26 06:00:00,0.7913
DE0,solar,2021-01-26 06:00:00,0.0
DE0,ocgt,2021-01-26 06:00:00,1.0
DE0,ccgt,2021-01-26 06:00:00,1.0
DE1,onwind,2021-01-26 06:00:00,0.7194
DE1,offwind,2021-01-26 06:00:00,0.7913
DE1,solar,2021-01-26 06:00:00,0.0
DE1,ocgt,2021-01-26 06:00:00,1.0
DE1,ccgt,2021-01-26 06:00:00,1.0
DE2,onwind,2021-01-26 06:00:00,0.7194
DE2,offwind,2021-01-26 06:00:00,0.7913
DE2,solar,2021-01-26 06:00:00,0.0
DE2,ocgt,2021-01-26 06:00:00,1.0
DE2,ccgt,2021-01-26 06:00:00,1.0
DE3,onwind,2021-01-26 06:00:00,0.5096
DE3,offwind,2021-01-26 06:00:00,0.5605
DE3,solar,2021-01-26 06:00:00,0.0
DE3,ocgt,2021-01-26 06:00:00,1.0
DE3,ccgt,2021-01-26 06:00:00,1.0
DE4,onwind,2021-01-26 06:00:00,0.5096
DE4,offwind,2021-01-26 06:00:00,0.5605
DE4,solar,2021-01-26 06:00:00,0.0
DE4,ocgt,2021-01-26 06:00:00,1.0
DE4,ccgt,2021-01-26 06:00:00,1.0
DE5,onwind,2021-01-26 06:00:00,0.5096
DE5,offwind,2021-01-26 06:00:00,0.5605
DE5,solar,2021-01-26 06:00:00,0.0
DE5,ocgt,2021-01-26 06:00:00,1.0
DE5,ccgt,2021-01-26 06:00:00,1.0
DE6,onwind,2021-01-26 06:00:00,0.5096
DE6,offwind,2021-01-26 06:00:00,0.5605
DE6,solar,2021-01-26 06:00:00,0.0
DE6,ocgt,2021-01-26 06:00:00,1.0
DE6,ccgt,2021-01-26 06:00:00,1.0
DE7,onwind,2021-01-26 06:00:00,0.5096
DE7,offwind,2021-01-26 06:00:00,0.5605
DE7,solar,2021-01-26 06:00:00,0.0
DE7,ocgt,2021-01-26 06:00:00,1.0
DE7,ccgt,2021-01-26 06:00:00,1.0
DE8,onwind,2021-01-26 06:00:00,0.5096
DE8,offwind,2021-01-26 06:00:00,0.5605
DE8,solar,2021-01-26 06:00:00,0.0
DE8,ocgt,2021-01-26 06:00:00,1.0
DE8,ccgt,2021-01-26 06:00:00,1.0
