bus,timestamp,demand_MW
DE2,2021-01-28 12:00:00,9718.8
DE3,2021-01-28 12:00:00,6247.8
DE4,2021-01-28 12:00:00,9024.6
DE5,2021-01-28 12:00:00,8330.4
DE6,2021-01-28 12:00:00,5553.6
DE7,2021-01-28 12:00:00,6942.0
DE8,2021-01-28 12:00:00,6247.8
DE9,2021-01-28 12:00:00,4165.2
DE0,2021-01-28 15:00:00,5348.92
DE1,2021-01-28 15:00:00,7354.76
DE2,2021-01-28 15:00:00,9360.6
DE3,2021-01-28 15:00:00,6017.53
DE4,2021-01-28 15:00:00,8691.99
DE5,2021-01-28 15:00:00,8023.37
DE6,2021-01-28 15:00:00,5348.92
DE7,2021-01-28 15:00:00,6686.14
DE8,2021-01-28 15:00:00,6017.53
DE9,2021-01-28 15:00:00,4011.69
DE0,2021-01-28 18:00:00,4916.41
DE1,2021-01-28 18:00:00,6760.06
DE2,2021-01-28 18:00:00,8603.72
DE3,2021-01-28 18:00:00,5530.96
DE4,2021-01-28 18:00:00,7989.16
DE5,2021-01-28 18:00:00,7374.61
DE6,2021-01-28 18:00:00,4916.41
DE7,2021-01-28 18:00:00,6145.51
DE8,2021-01-28 18:00:00,5530.96
DE9,2021-01-28 18:00:00,3687.31
DE0,2021-01-28 21:00:00,4509.44
DE1,2021-01-28 21:00:00,6200.48
DE2,2021-01-28 21:00:00,7891.51
DE3,2021-01-28 21:00:00,5073.12
DE4,2021-01-28 21:00:00,7327.83
DE5,2021-01-28 21:00:00,6764.15
DE6,2021-01-28 21:00:00,4509.44
DE7,2021-01-28 21:00:00,5636.8
DE8,2021-01-28 21:00:00,5073.12
DE9,2021-01-28 21:00:00,3382.08
DE0,2021-01-29 00:00:00,4537.21
DE1,2021-01-29 00:00:00,6238.66
DE2,2021-01-29 00:00:00,7940.11
DE3,2021-01-29 00:00:00,5104.36
DE4,2021-01-29 00:00:00,7372.96
DE5,2021-01-29 00:00:00,6805.81
DE6,2021-01-29 00:00:00,4537.21
DE7,2021-01-29 00:00:00,5671.51
DE8,2021-01-29 00:00:00,5104.36
DE9,2021-01-29 00:00:00,3402.91
DE0,2021-01-29 03:00:00,4751.0
DE1,2021-01-29 03:00:00,6532.63
DE2,2021-01-29 03:00:00,8314.25
DE3,2021-01-29 03:00:00,5344.88
DE4,2021-01-29 03:00:00,7720.38
DE5,2021-01-29 03:00:00,7126.5
DE6,2021-01-29 03:00:00,4751.0
DE7,2021-01-29 03:00:00,5938.75
DE8,2021-01-29 03:00:00,5344.88
DE9,2021-01-29 03:00:00,3563.25
DE0,2021-01-29 06:00:00,5200.8
DE1,2021-01-29 06:00:00,7151.11
DE2,2021-01-29 06:00:00,9101.41
DE3,2021-01-29 06:00:00,5850.9
DE4,2021-01-29 06:00:00,8451.31
DE5,2021-01-29 06:00:00,7801.21
DE6,2021-01-29 06:00:00,5200.8
DE7,2021-01-29 06:00:00,6501.01
DE8,2021-01-29 06:00:00,5850.9
DE9,2021-01-29 06:00:00,3900.6
DE0,2021-01-29 09:00:00,5623.13
DE1,2021-01-29 09:00:00,7731.8
DE2,2021-01-29 09:00:00,9840.47
DE3,2021-01-29 09:00:00,6326.02
DE4,2021-01-29 09:00:00,9137.58
DE5,2021-01-29 09:00:00,8434.69
DE6,2021-01-29 09:00:00,5623.13
DE7,2021-01-29 09:00:00,7028.91
DE8,2021-01-29 09:00:00,6326.02
DE9,2021-01-29 09:00:00,4217.35
DE0,2021-01-29 12:00:00,5770.58
DE1,2021-01-29 12:00:00,7934.55
DE2,2021-01-29 12:00:00,10098.51
DE3,2021-01-29 12:00:00,6491.9
DE4,2021-01-29 12:00:00,9377.19
DE5,2021-01-29 12:00:00,8655.87
DE6,2021-01-29 12:00:00,5770.58
DE7,2021-01-29 12:00:00,7213.22
DE8,2021-01-29 12:00:00,6491.9
DE9,2021-01-29 12:00:00,4327.93
DE0,2021-01-29 15:00:00,5556.79
DE1,2021-01-29 15:00:00,7640.58
DE2,2021-01-29 15:00:00,9724.38
DE3,2021-01-29 15:00:00,6251.38
DE4,2021-01-29 15:00:00,9029.78
DE5,2021-01-29 15:00:00,8335.18
DE6,2021-01-29 15:00:00,5556.79
DE7,2021-01-29 15:00:00,6945.98
DE8,2021-01-29 15:00:00,6251.38
DE9,2021-01-29 15:00:00,4167.59
DE0,2021-01-29 18:00:00,5106.98
DE1,2021-01-29 18:00:00,7022.1
DE2,2021-01-29 18:00:00,8937.22
DE3,2021-01-29 18:00:00,5745.36
DE4,2021-01-29 18:00:00,8298.85
DE5,2021-01-29 18:00:00,7660.48
DE6,2021-01-29 18:00:00,5106.98
DE7,2021-01-29 18:00:00,6383.73
DE8,2021-01-29 18:00:00,5745.36
DE9,2021-01-29 18:00:00,3830.24
DE0,2021-01-29 21:00:00,4684.66
DE1,2021-01-29 21:00:00,6441.41
DE2,2021-01-29 21:00:00,8198.16
DE3,2021-01-29 21:00:00,5270.24
DE4,2021-01-29 21:00:00,7612.57
DE5,2021-01-29 21:00:00,7026.99
DE6,2021-01-29 21:00:00,4684.66
DE7,2021-01-29 21:00:00,5855.83
DE8,2021-01-29 21:00:00,5270.24
DE9,2021-01-29 21:00:00,3513.5
DE0,2021-01-30 00:00:00,4579.49
DE1,2021-01-30 00:00:00,6296.8
DE2,2021-01-30 00:00:00,8014.11
DE3,2021-01-30 00:00:00,5151.93
DE4,2021-01-30 00:00:00,7441.68
DE5,2021-01-30 00:00:00,6869.24
DE6,2021-01-30 00:00:00,4579.49
DE7,2021-01-30 00:00:00,5724.37
DE8,2021-01-30 00:00:00,5151.93
DE9,2021-01-30 00:00:00,3434.62
DE0,2021-01-30 03:00:00,4796.39
DE1,2021-01-30 03:00:00,6595.03
DE2,2021-01-30 03:00:00,8393.68
DE3,2021-01-30 03:00:00,5395.94
DE4,2021-01-30 03:00:00,7794.13
DE5,2021-01-30 03:00:00,7194.58
DE6,2021-01-30 03:00:00,4796.39
DE7,2021-01-30 03:00:00,5995.48
DE8,2021-01-30 03:00:00,5395.94
DE9,2021-01-30 03:00:00,3597.29
DE0,2021-01-30 06:00:00,5250.76
DE1,2021-01-30 06:00:00,7219.79
DE2,2021-01-30 06:00:00,9188.83
DE3,2021-01-30 06:00:00,5907.1
DE4,2021-01-30 06:00:00,8532.48
DE5,2021-01-30 06:00:00,7876.14
DE6,2021-01-30 06:00:00,5250.76
DE7,2021-01-30 06:00:00,6563.45
DE8,2021-01-30 06:00:00,5907.1
DE9,2021-01-30 06:00:00,3938.07
DE0,2021-01-30 09:00:00,5676.44
DE1,2021-01-30 09:00:00,7805.1
DE2,2021-01-30 09:00:00,9933.77
DE3,2021-01-30 09:00:00,6385.99
DE4,2021-01-30 09:00:00,9224.21
DE5,2021-01-30 09:00:00,8514.66
DE6,2021-01-30 09:00:00,5676.44
DE7,2021-01-30 09:00:00,7095.55
DE8,2021-01-30 09:00:00,6385.99
DE9,2021-01-30 09:00:00,4257.33
DE0,2021-01-30 12:00:00,5824.07
DE1,2021-01-30 12:00:00,8008.1
DE2,2021-01-30 12:00:00,10192.13
DE3,2021-01-30 12:00:00,6552.08
DE4,2021-01-30 12:00:00,9464.12
DE5,2021-01-30 12:00:00,8736.11
DE6,2021-01-30 12:00:00,5824.07
DE7,2021-01-30 12:00:00,7280.09
DE8,2021-01-30 12:00:00,6552.08
DE9,2021-01-30 12:00:00,4368.05
DE0,2021-01-30 15:00:00,5607.18
DE1,2021-01-30 15:00:00,7709.87
DE2,2021-01-30 15:00:00,9812.56
DE3,2021-01-30 15:00:00,6308.07
DE4,2021-01-30 15:00:00,9111.66
DE5,2021-01-30 15:00:00,8410.76
DE6,2021-01-30 15:00:00,5607.18
DE7,2021-01-30 15:00:00,7008.97
DE8,2021-01-30 15:00:00,6308.07
DE9,2021-01-30 15:00:00,4205.38
DE0,2021-01-30 18:00:00,5152.81
DE1,2021-01-30 18:00:00,7085.11
DE2,2021-01-30 18:00:00,9017.41
DE3,2021-01-30 18:00:00,5796.91
DE4,2021-01-30 18:00:00,8373.31
DE5,2021-01-30 18:00:00,7729.21
DE6,2021-01-30 18:00:00,5152.81
DE7,2021-01-30 18:00:00,6441.01
DE8,2021-01-30 18:00:00,5796.91
DE9,2021-01-30 18:00:00,3864.61
DE0,2021-01-30 21:00:00,4727.13
DE1,2021-01-30 21:00:00,6499.8
DE2,2021-01-30 21:00:00,8272.47
DE3,2021-01-30 21:00:00,5318.02
DE4,2021-01-30 21:00:00,7681.58
DE5,2021-01-30 21:00:00,7090.69
DE6,2021-01-30 21:00:00,4727.13
DE7,2021-01-30 21:00:00,5908.91
DE8,2021-01-30 21:00:00,5318.02
DE9,2021-01-30 21:00:00,3545.34
DE0,2021-01-31 00:00:00,4461.49
DE1,2021-01-31 00:00:00,6134.55
DE2,2021-01-31 00:00:00,7807.61
DE3,2021-01-31 00:00:00,5019.18
DE4,2021-01-31 00:00:00,7249.93
DE5,2021-01-31 00:00:00,6692.24
DE6,2021-01-31 00:00:00,4461.49
DE7,2021-01-31 00:00:00,5576.87
DE8,2021-01-31 00:00:00,5019.18
DE9,2021-01-31 00:00:00,3346.12
DE0,2021-01-31 03:00:00,4673.88
DE1,2021-01-31 03:00:00,6426.58
DE2,2021-01-31 03:00:00,8179.29
DE3,2021-01-31 03:00:00,5258.11
DE4,2021-01-31 03:00:00,7595.05
DE5,2021-01-31 03:00:00,7010.82
DE6,2021-01-31 03:00:00,4673.88
DE7,2021-01-31 03:00:00,5842.35
DE8,2021-01-31 03:00:00,5258.11
DE9,2021-01-31 03:00:00,3505.41
DE0,2021-01-31 06:00:00,5116.9
DE1,2021-01-31 06:00:00,7035.74
DE2,2021-01-31 06:00:00,8954.58
DE3,2021-01-31 06:00:00,5756.51
DE4,2021-01-31 06:00:00,8314.97
DE5,2021-01-31 06:00:00,7675.35
DE6,2021-01-31 06:00:00,5116.9
DE7,2021-01-31 06:00:00,6396.13
DE8,2021-01-31 06:00:00,5756.51
DE9,2021-01-31 06:00:00,3837.68
DE0,2021-01-31 09:00:00,5531.05
DE1,2021-01-31 09:00:00,7605.19
DE2,2021-01-31 09:00:00,9679.33
DE3,2021-01-31 09:00:00,6222.43
DE4,2021-01-31 09:00:00,8987.95
DE5,2021-01-31 09:00:00,8296.57
DE6,2021-01-31 09:00:00,5531.05
DE7,2021-01-31 09:00:00,6913.81
DE8,2021-01-31 09:00:00,6222.43
DE9,2021-01-31 09:00:00,4148.29
DE0,2021-01-31 12:00:00,5673.71
DE1,2021-01-31 12:00:00,7801.36
DE2,2021-01-31 12:00:00,9929.0
DE3,2021-01-31 12:00:00,6382.93
DE4,2021-01-31 12:00:00,9219.79
DE5,2021-01-31 12:00:00,8510.57
DE6,2021-01-31 12:00:00,5673.71
DE7,2021-01-31 12:00:00,7092.14
DE8,2021-01-31 12:00:00,6382.93
DE9,2021-01-31 12:00:00,4255.29
DE0,2021-01-31 15:00:00,5461.33
DE1,2021-01-31 15:00:00,7509.33
DE2,2021-01-31 15:00:00,9557.33
DE3,2021-01-31 15:00:00,6143.99
DE4,2021-01-31 15:00:00,8874.66
DE5,2021-01-31 15:00:00,8191.99
DE6,2021-01-31 15:00:00,5461.33
DE7,2021-01-31 15:00:00,6826.66
DE8,2021-01-31 15:00:00,6143.99
DE9,2021-01-31 15:00:00,4096.0
DE0,2021-01-31 18:00:00,5018.3
DE1,2021-01-31 18:00:00,6900.17
DE2,2021-01-31 18:00:00,8782.03
DE3,2021-01-31 18:00:00,5645.59
DE4,2021-01-31 18:00:00,8154.74
DE5,2021-01-31 18:00:00,7527.46
DE6,2021-01-31 18:00:00,5018.3
DE7,2021-01-31 18:00:00,6272.88
DE8,2021-01-31 18:00:00,5645.59
DE9,2021-01-31 18:00:00,3763.73
DE0,2021-01-31 21:00:00,4604.16
DE1,2021-01-31 21:00:00,6330.72
DE2,2021-01-31 21:00:00,8057.28
DE3,2021-01-31 21:00:00,5179.68
DE4,2021-01-31 21:00:00,7481.76
DE5,2021-01-31 21:00:00,6906.24
DE6,2021-01-31 21:00:00,4604.16
DE7,2021-01-31 21:00:00,5755.2
DE8,2021-01-31 21:00:00,5179.68
DE9,2021-01-31 21:00:00,3453.12
DE0,2021-02-01 00:00:00,4272.15
DE1,2021-02-01 00:00:00,5874.21
DE2,2021-02-01 00:00:00,7476.26
DE3,2021-02-01 00:00:00,4806.17
DE4,2021-02-01 00:00:00,6942.25
DE5,2021-02-01 00:00:00,6408.23
DE6,2021-02-01 00:00:00,4272.15
DE7,2021-02-01 00:00:00,5340.19
DE8,2021-02-01 00:00:00,4806.17
DE9,2021-02-01 00:00:00,3204.11
DE0,2021-02-01 03:00:00,4476.55
DE1,2021-02-01 03:00:00,6155.26
DE2,2021-02-01 03:00:00,7833.97
DE3,2021-02-01 03:00:00,5036.12
DE4,2021-02-01 03:00:00,7274.4
DE5,2021-02-01 03:00:00,6714.83
DE6,2021-02-01 03:00:00,4476.55
DE7,2021-02-01 03:00:00,5595.69
DE8,2021-02-01 03:00:00,5036.12
DE9,2021-02-01 03:00:00,3357.42
DE0,2021-02-01 06:00:00,4901.12
DE1,2021-02-01 06:00:00,6739.04
DE2,2021-02-01 06:00:00,8576.96
DE3,2021-02-01 06:00:00,5513.76
DE4,2021-02-01 06:00:00,7964.32
DE5,2021-02-01 06:00:00,7351.68
DE6,2021-02-01 06:00:00,4901.12
DE7,2021-02-01 06:00:00,6126.4
DE8,2021-02-01 06:00:00,5513.76
DE9,2021-02-01 06:00:00,3675.84
DE0,2021-02-01 09:00:00,5297.15
DE1,2021-02-01 09:00:00,7283.58
DE2,2021-02-01 09:00:00,9270.01
DE3,2021-02-01 09:00:00,5959.29
DE4,2021-02-01 09:00:00,8607.86
DE5,2021-02-01 09:00:00,7945.72
DE6,2021-02-01 09:00:00,5297.15
DE7,2021-02-01 09:00:00,6621.43
DE8,2021-02-01 09:00:00,5959.29
DE9,2021-02-01 09:00:00,3972.86
DE0,2021-02-01 12:00:00,5432.64
DE1,2021-02-01 12:00:00,7469.88
DE2,2021-02-01 12:00:00,9507.12
DE3,2021-02-01 12:00:00,6111.72
DE4,2021-02-01 12:00:00,8828.04
DE5,2021-02-01 12:00:00,8148.96
DE6,2021-02-01 12:00:00,5432.64
DE7,2021-02-01 12:00:00,6790.8
DE8,2021-02-01 12:00:00,6111.72
DE9,2021-02-01 12:00:00,4074.48
DE0,2021-02-01 15:00:00,5228.24
DE1,2021-02-01 15:00:00,7188.83
DE2,2021-02-01 15:00:00,9149.42
DE3,2021-02-01 15:00:00,5881.77
DE4,2021-02-01 15:00:00,8495.89
DE5,2021-02-01 15:00:00,7842.36
DE6,2021-02-01 15:00:00,5228.24
DE7,2021-02-01 15:00:00,6535.3
DE8,2021-02-01 15:00:00,5881.77
DE9,2021-02-01 15:00:00,3921.18
DE0,2021-02-01 18:00:00,4803.67
DE1,2021-02-01 18:00:00,6605.05
DE2,2021-02-01 18:00:00,8406.43
DE3,2021-02-01 18:00:00,5404.13
DE4,2021-02-01 18:00:00,7805.97
DE5,2021-02-01 18:00:00,7205.51
DE6,2021-02-01 18:00:00,4803.67
DE7,2021-02-01 18:00:00,6004.59
DE8,2021-02-01 18:00:00,5404.13
DE9,2021-02-01 18:00:00,3602.75
DE0,2021-02-01 21:00:00,4407.65
DE1,2021-02-01 21:00:00,6060.52
DE2,2021-02-01 21:00:00,7713.38
DE3,2021-02-01 21:00:00,4958.6
DE4,2021-02-01 21:00:00,7162.43
